"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"CY108656","960","Human","4 (HA)","H3N2","China","N","2007/01/13","Influenza A virus (A/Hebei-Xinshi/122/2007(H3N2))","","","","","","p"
"CY108657","960","Human","4 (HA)","H3N2","China","N","2007/02/06","Influenza A virus (A/Hebei-Yuhua/155/2007(H3N2))","","","","","","p"
"CY108658","960","Human","4 (HA)","H3N2","China","N","2007/01/12","Influenza A virus (A/Hebei-Yunhe/36/2007(H3N2))","","","","","","p"
"KP457160","1698","Human","4 (HA)","H3N2","China","N","2011/03/08","Influenza A virus (A/Heilongjiang Harbin Nangang/124/2011(H3N2))","","","","","","nc"
"KP458446","1013","Human","4 (HA)","H3N2","China","N","2009/09/15","Influenza A virus (A/Heilongjiang Harbin Nangang/1403/2009(H3N2))","","","","","","p"
"KP458942","1014","Human","4 (HA)","H3N2","China","N","2010/01/15","Influenza A virus (A/Heilongjiang Harbin Xiangfang/1117/2010(H3N2))","","","","","","p"
"KP456253","1698","Human","4 (HA)","H3N2","China","N","2010/01/05","Influenza A virus (A/Heilongjiang Harbin Xiangfang/129/2010(H3N2))","","","","","","nc"
"KP458166","1698","Human","4 (HA)","H3N2","China","N","2011/03/09","Influenza A virus (A/Heilongjiang Hegang Xiangyang/1125/2011(H3N2))","","","","","","nc"
"KP458829","1698","Human","4 (HA)","H3N2","China","N","2010/04/09","Influenza A virus (A/Heilongjiang Mudanjiang Longsha/160/2010(H3N2))","","","","","","nc"
"KP459143","1698","Human","4 (HA)","H3N2","China","N","2009/02/01","Influenza A virus (A/Heilongjiang Nangang/134/2009(H3N2))","","","","","","nc"
"KP456693","1015","Human","4 (HA)","H3N2","China","N","2009/11/12","Influenza A virus (A/Heilongjiang Qiqihar Jianhua/1496/2009(H3N2))","","","","","","p"
"KP457472","1038","Human","4 (HA)","H3N2","China","N","2009/12/26","Influenza A virus (A/Heilongjiang Qiqihar Jianhua/1593/2009(H3N2))","","","","","","p"
"KP457617","1698","Human","4 (HA)","H3N2","China","N","2010/03/01","Influenza A virus (A/Heilongjiang Qiqihar Jianhua/172/2010(H3N2))","","","","","","nc"
"KP458292","1698","Human","4 (HA)","H3N2","China","N","2011/04/15","Influenza A virus (A/Heilongjiang Qitaihe Taoshan/147/2011(H3N2))","","","","","","nc"
"KP458769","1698","Human","4 (HA)","H3N2","China","N","2009/02/10","Influenza A virus (A/Heilongjiang Xiangfang/163/2009(H3N2))","","","","","","nc"
"CY108838","906","Human","4 (HA)","H3N2","China","N","2009/02","Influenza A virus (A/Heilongjiang-Nangang/163/2009(H3N2))","","","","","","p"
"CY108841","890","Human","4 (HA)","H3N2","China","N","2009/01","Influenza A virus (A/Henan-Jinshui/16/2009(H3N2))","","","","","","p"
"KP765772","1765","Human","4 (HA)","H3N2","China","N","2014/01/01","Influenza A virus (A/HuNan/01/2014(H3N2))","","","","","","c"
"KU937954","1058","Human","4 (HA)","H3N2","China","N","2014/10/12","Influenza A virus (A/Huai'an-Qingpu/11441/2014(H3N2))","","","","","","p"
"KU937955","1058","Human","4 (HA)","H3N2","China","N","2014/09/13","Influenza A virus (A/Huai'an-Qingpu/11498/2014(H3N2))","","","","","","p"
"KU937960","1058","Human","4 (HA)","H3N2","China","N","2014/11/11","Influenza A virus (A/Huai'an-Qingpu/11499/2014(H3N2))","","","","","","p"
"KU937962","1058","Human","4 (HA)","H3N2","China","N","2014/10/12","Influenza A virus (A/Huai'an-Qingpu/11510/2014(H3N2))","","","","","","p"
"KU937953","1058","Human","4 (HA)","H3N2","China","N","2014/10/12","Influenza A virus (A/Huai'an-Qingpu/11522/2014(H3N2))","","","","","","p"
"KU937963","1058","Human","4 (HA)","H3N2","China","N","2014/10/12","Influenza A virus (A/Huai'an-Qingpu/11539/2014(H3N2))","","","","","","p"
"KU937959","1058","Human","4 (HA)","H3N2","China","N","2014/10/26","Influenza A virus (A/Huai'an-Qingpu/11572/2014(H3N2))","","","","","","p"
"KU937961","1058","Human","4 (HA)","H3N2","China","N","2014/10/12","Influenza A virus (A/Huai'an-Qingpu/11595/2014(H3N2))","","","","","","p"
"KU937957","1058","Human","4 (HA)","H3N2","China","N","2014/09/25","Influenza A virus (A/Huai'an-Qingpu/15/2014(H3N2))","","","","","","p"
"KU937956","1058","Human","4 (HA)","H3N2","China","N","2014/09/25","Influenza A virus (A/Huai'an-Qingpu/152/2014(H3N2))","","","","","","p"
"KU937958","1058","Human","4 (HA)","H3N2","China","N","2014/10/26","Influenza A virus (A/Huai'an-Qingpu/160/2014(H3N2))","","","","","","p"
"KP458080","1698","Human","4 (HA)","H3N2","China","N","2010/07/14","Influenza A virus (A/Hubei Enshi Tujia/1250/2010(H3N2))","","","","","","nc"
"KP458777","1698","Human","4 (HA)","H3N2","China","N","2010/09/09","Influenza A virus (A/Hubei Jiangan/1737/2010(H3N2))","","","","","","nc"
"KP458488","987","Human","4 (HA)","H3N2","China","N","2010/09/06","Influenza A virus (A/Hubei Wuhan Jiangan/1730/2010(H3N2))","","","","","","p"
"KP456554","987","Human","4 (HA)","H3N2","China","N","2010/09/06","Influenza A virus (A/Hubei Wuhan Qiaokou/1268/2010(H3N2))","","","","","","p"
"CY108794","908","Human","4 (HA)","H3N2","China","N","2008/05","Influenza A virus (A/Hubei-Jiangan/1175/2008(H3N2))","","","","","","p"
"CY108659","960","Human","4 (HA)","H3N2","China","N","2007/01/22","Influenza A virus (A/Hubei-Jiangan/127/2007(H3N2))","","","","","","p"
"CY108788","906","Human","4 (HA)","H3N2","China","N","2008/09","Influenza A virus (A/Hubei-Jiangan/1327/2008(H3N2))","","","","","","p"
"CY108660","960","Human","4 (HA)","H3N2","China","N","2007/02/05","Influenza A virus (A/Hubei-Jiangan/138/2007(H3N2))","","","","","","p"
"CY108661","960","Human","4 (HA)","H3N2","China","N","2007/02/05","Influenza A virus (A/Hubei-Jiangan/145/2007(H3N2))","","","","","","p"
"CY108662","960","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Hubei-Maijian/311/2007(H3N2))","","","","","","p"
"CY108663","960","Human","4 (HA)","H3N2","China","N","2007/01/04","Influenza A virus (A/Hubei-Maojian/11/2007(H3N2))","","","","","","p"
"CY108754","808","Human","4 (HA)","H3N2","China","N","2008/03","Influenza A virus (A/Hubei-Maojian/1119/2008(H3N2))","","","","","","p"
"CY108777","899","Human","4 (HA)","H3N2","China","N","2008/04","Influenza A virus (A/Hubei-Maojian/1140/2008(H3N2))","","","","","","p"
"CY108664","960","Human","4 (HA)","H3N2","China","N","2007/04/23","Influenza A virus (A/Hubei-Maojian/1148/2007(H3N2))","","","","","","p"
"CY108665","960","Human","4 (HA)","H3N2","China","N","2007/01/22","Influenza A virus (A/Hubei-Maojian/130/2007(H3N2))","","","","","","p"
"CY108784","894","Human","4 (HA)","H3N2","China","N","2008/01","Influenza A virus (A/Hubei-Maojian/137/2008(H3N2))","","","","","","p"
"CY108666","960","Human","4 (HA)","H3N2","China","N","2007/01/18","Influenza A virus (A/Hubei-Maojian/33/2007(H3N2))","","","","","","p"
"CY108783","749","Human","4 (HA)","H3N2","China","N","2008/06","Influenza A virus (A/Hubei-Shashi/1121/2008(H3N2))","","","","","","p"
"CY108742","749","Human","4 (HA)","H3N2","China","N","2008/06/17","Influenza A virus (A/Hubei-Shashi/1121/2008(H3N2))","","","","","","p"
"KP458853","749","Human","4 (HA)","H3N2","China","N","2008/06/17","Influenza A virus (A/Hubei-Shashi/1121/2008(H3N2))","","","","","","p"
"KP459170","814","Human","4 (HA)","H3N2","China","N","2008/08/06","Influenza A virus (A/Hubei-Shashi/1154/2008(H3N2))","","","","","","p"
"CY108748","814","Human","4 (HA)","H3N2","China","N","2008/08/06","Influenza A virus (A/Hubei-Shashi/1154/2008(H3N2))","","","","","","p"
"CY108799","798","Human","4 (HA)","H3N2","China","N","2008/08","Influenza A virus (A/Hubei-Shashi/1154/2008(H3N2))","","","","","","p"
"CY108667","960","Human","4 (HA)","H3N2","China","N","2007/02/06","Influenza A virus (A/Hubei-Shashi/121/2007(H3N2))","","","","","","p"
"CY108668","960","Human","4 (HA)","H3N2","China","N","2007/01/19","Influenza A virus (A/Hubei-Shashi/320/2007(H3N2))","","","","","","p"
"CY108739","814","Human","4 (HA)","H3N2","China","N","2008/05/14","Influenza A virus (A/Hubei-Songzi/198/2008(H3N2))","","","","","","p"
"KP458867","814","Human","4 (HA)","H3N2","China","N","2008/05/14","Influenza A virus (A/Hubei-Songzi/198/2008(H3N2))","","","","","","p"
"CY108921","906","Human","4 (HA)","H3N2","China","N","2009/06","Influenza A virus (A/Hubei-Wuchang/1140/2009(H3N2))","","","","","","p"
"CY108775","741","Human","4 (HA)","H3N2","China","N","2008/03","Influenza A virus (A/Hubei-Wujiagang/1134/2008(H3N2))","","","","","","p"
"CY108778","890","Human","4 (HA)","H3N2","China","N","2008/04","Influenza A virus (A/Hubei-Wujiagang/1170/2008(H3N2))","","","","","","p"
"CY108934","960","Human","4 (HA)","H3N2","China","N","2009/08/11","Influenza A virus (A/Hubei-Wujiagang/1278/2009(H3N2))","","","","","","p"
"CY108746","797","Human","4 (HA)","H3N2","China","N","2008/07/31","Influenza A virus (A/Hubei-Wujiagang/1358/2008(H3N2))","","","","","","p"
"KP458212","797","Human","4 (HA)","H3N2","China","N","2008/07/31","Influenza A virus (A/Hubei-Wujiagang/1358/2008(H3N2))","","","","","","p"
"CY108815","957","Human","4 (HA)","H3N2","China","N","2008/11/18","Influenza A virus (A/Hubei-Wujiagang/1464/2008(H3N2))","","","","","","p"
"KP457253","1698","Human","4 (HA)","H3N2","China","N","2010/07/16","Influenza A virus (A/Hunan Changde Wuling/1480/2010(H3N2))","","","","","","nc"
"KP457739","1698","Human","4 (HA)","H3N2","China","N","2010/07/20","Influenza A virus (A/Hunan Changsha Furong/1159/2010(H3N2))","","","","","","nc"
"KP459225","1698","Human","4 (HA)","H3N2","China","N","2011/03/11","Influenza A virus (A/Hunan Chenzhou Beihu/1143/2011(H3N2))","","","","","","nc"
"KP457138","1698","Human","4 (HA)","H3N2","China","N","2007/07/17","Influenza A virus (A/Hunan Furong/1217/2007(H3N2))","","","","","","nc"
"KP458059","1698","Human","4 (HA)","H3N2","China","N","2007/07/17","Influenza A virus (A/Hunan Furong/1221/2007(H3N2))","","","","","","nc"
"KP458805","1698","Human","4 (HA)","H3N2","China","N","2007/01/03","Influenza A virus (A/Hunan Furong/13/2007(H3N2))","","","","","","nc"
"KP456627","1698","Human","4 (HA)","H3N2","China","N","2011/04/14","Influenza A virus (A/Hunan Hengyang Yanfeng/165/2011(H3N2))","","","","","","nc"
"KP457892","1698","Human","4 (HA)","H3N2","China","N","2010/09/09","Influenza A virus (A/Hunan Heshan/1314/2010(H3N2))","","","","","","nc"
"KP457442","1698","Human","4 (HA)","H3N2","China","N","2011/01/10","Influenza A virus (A/Hunan Loudi Louxing/16/2011(H3N2))","","","","","","nc"
"KP456662","1698","Human","4 (HA)","H3N2","China","N","2007/04/20","Influenza A virus (A/Hunan Yuetang/35/2007(H3N2))","","","","","","nc"
"KP457758","1698","Human","4 (HA)","H3N2","China","N","2010/10/15","Influenza A virus (A/Hunan Yuhua/11209/2010(H3N2))","","","","","","nc"
"CY108671","960","Human","4 (HA)","H3N2","China","N","2007/03/06","Influenza A virus (A/Hunan-Beihu/1105/2007(H3N2))","","","","","","p"
"CY108672","960","Human","4 (HA)","H3N2","China","N","2007/03/06","Influenza A virus (A/Hunan-Beihu/1106/2007(H3N2))","","","","","","p"
"CY108916","906","Human","4 (HA)","H3N2","China","N","2009/05","Influenza A virus (A/Hunan-Beihu/1313/2009(H3N2))","","","","","","p"
"CY108925","906","Human","4 (HA)","H3N2","China","N","2009/06","Influenza A virus (A/Hunan-Furong/1189/2009(H3N2))","","","","","","p"
"CY108673","960","Human","4 (HA)","H3N2","China","N","2007/02/12","Influenza A virus (A/Hunan-Furong/155/2007(H3N2))","","","","","","p"
"CY108674","960","Human","4 (HA)","H3N2","China","N","2007/03/04","Influenza A virus (A/Hunan-Furong/169/2007(H3N2))","","","","","","p"
"CY108675","960","Human","4 (HA)","H3N2","China","N","2007/02/06","Influenza A virus (A/Hunan-Furong/170/2007(H3N2))","","","","","","p"
"CY108676","960","Human","4 (HA)","H3N2","China","N","2007/03/20","Influenza A virus (A/Hunan-Furong/178/2007(H3N2))","","","","","","p"
"CY108861","960","Human","4 (HA)","H3N2","China","N","2009/01/08","Influenza A virus (A/Hunan-Furong/19/2009(H3N2))","","","","","","p"
"CY108677","960","Human","4 (HA)","H3N2","China","N","2007/03/26","Influenza A virus (A/Hunan-Kaifu/1124/2007(H3N2))","","","","","","p"
"CY108678","960","Human","4 (HA)","H3N2","China","N","2007/04/03","Influenza A virus (A/Hunan-Kaifu/1136/2007(H3N2))","","","","","","p"
"CY108679","960","Human","4 (HA)","H3N2","China","N","2007/04/05","Influenza A virus (A/Hunan-Kaifu/1140/2007(H3N2))","","","","","","p"
"CY108798","734","Human","4 (HA)","H3N2","China","N","2008/02","Influenza A virus (A/Hunan-Kaifu/132/2008(H3N2))","","","","","","p"
"CY108680","960","Human","4 (HA)","H3N2","China","N","2007/03/01","Influenza A virus (A/Hunan-Kaifu/198/2007(H3N2))","","","","","","p"
"CY108681","960","Human","4 (HA)","H3N2","China","N","2007/03/30","Influenza A virus (A/Hunan-Liuyang/37/2007(H3N2))","","","","","","p"
"CY108776","804","Human","4 (HA)","H3N2","China","N","2008/02","Influenza A virus (A/Hunan-Lousong/1135/2008(H3N2))","","","","","","p"
"CY108915","906","Human","4 (HA)","H3N2","China","N","2009/07","Influenza A virus (A/Hunan-Shigu/129/2009(H3N2))","","","","","","p"
"CY108871","960","Human","4 (HA)","H3N2","China","N","2009/02/05","Influenza A virus (A/Hunan-Suxian/168/2009(H3N2))","","","","","","p"
"CY108832","906","Human","4 (HA)","H3N2","China","N","2009/02","Influenza A virus (A/Hunan-Suxian/170/2009(H3N2))","","","","","","p"
"CY108811","960","Human","4 (HA)","H3N2","China","N","2008/10/30","Influenza A virus (A/Hunan-Suxian/2124/2008(H3N2))","","","","","","p"
"CY108682","960","Human","4 (HA)","H3N2","China","N","2007/03/15","Influenza A virus (A/Hunan-Wugang/38/2007(H3N2))","","","","","","p"
"CY108923","906","Human","4 (HA)","H3N2","China","N","2009/06","Influenza A virus (A/Hunan-Wuling/128/2009(H3N2))","","","","","","p"
"CY108884","960","Human","4 (HA)","H3N2","China","N","2009/02/25","Influenza A virus (A/Hunan-Wuling/2176/2009(H3N2))","","","","","","p"
"CY108747","786","Human","4 (HA)","H3N2","China","N","2008/07/31","Influenza A virus (A/Hunan-Wuling/2405/2008(H3N2))","","","","","","p"
"KP459107","786","Human","4 (HA)","H3N2","China","N","2008/07/31","Influenza A virus (A/Hunan-Wuling/2405/2008(H3N2))","","","","","","p"
"KP456678","770","Human","4 (HA)","H3N2","China","N","2008/08/20","Influenza A virus (A/Hunan-Wuling/2418/2008(H3N2))","","","","","","p"
"CY108751","770","Human","4 (HA)","H3N2","China","N","2008/08/20","Influenza A virus (A/Hunan-Wuling/2418/2008(H3N2))","","","","","","p"
"CY108683","960","Human","4 (HA)","H3N2","China","N","2007/03/13","Influenza A virus (A/Hunan-Yizhang/51/2007(H3N2))","","","","","","p"
"CY108761","843","Human","4 (HA)","H3N2","China","N","2008/04","Influenza A virus (A/Hunan-Yueyanglou/313/2008(H3N2))","","","","","","p"
"CY108752","906","Human","4 (HA)","H3N2","China","N","2008/04","Influenza A virus (A/Hunan-Yueyanglou/316/2008(H3N2))","","","","","","p"
"CY108684","960","Human","4 (HA)","H3N2","China","N","2007/03/09","Influenza A virus (A/Hunan-Yuhua/1167/2007(H3N2))","","","","","","p"
"CY108685","960","Human","4 (HA)","H3N2","China","N","2007/03/14","Influenza A virus (A/Hunan-Yuhua/1178/2007(H3N2))","","","","","","p"
"CY108686","960","Human","4 (HA)","H3N2","China","N","2007/03/24","Influenza A virus (A/Hunan-Yuhua/1212/2007(H3N2))","","","","","","p"
"CY108687","960","Human","4 (HA)","H3N2","China","N","2007/04/02","Influenza A virus (A/Hunan-Yuhua/1244/2007(H3N2))","","","","","","p"
"CY108688","960","Human","4 (HA)","H3N2","China","N","2007/01/16","Influenza A virus (A/Hunan-Yuhua/127/2007(H3N2))","","","","","","p"
"CY108864","960","Human","4 (HA)","H3N2","China","N","2009/01/20","Influenza A virus (A/Hunan-Yuhua/129/2009(H3N2))","","","","","","p"
"CY108669","960","Human","4 (HA)","H3N2","China","N","2007/01/17","Influenza A virus (A/Hunan/ly12/2007(H3N2))","","","","","","p"
"CY108670","960","Human","4 (HA)","H3N2","China","N","2007/01/17","Influenza A virus (A/Hunan/ly13/2007(H3N2))","","","","","","p"
"JX827393","989","Human","4 (HA)","H3N2","China","N","2012/03/05","Influenza A virus (A/Huzhou/1113/2012(H3N2))","","","","","","p"
"KP456559","1698","Human","4 (HA)","H3N2","China","N","2008/01/15","Influenza A virus (A/Jiangsu Beitang/18/2008(H3N2))","","","","","","nc"
"KP456593","1021","Human","4 (HA)","H3N2","China","N","2009/09/23","Influenza A virus (A/Jiangsu Nanjing Gulou/1659/2009(H3N2))","","","","","","p"
"KP457475","1013","Human","4 (HA)","H3N2","China","N","2009/10/19","Influenza A virus (A/Jiangsu Wuxi Nanchang/1629/2009(H3N2))","","","","","","p"
"KP458070","987","Human","4 (HA)","H3N2","China","N","2010/09/01","Influenza A virus (A/Jiangsu Xuzhou Quanshan/11390/2010(H3N2))","","","","","","p"
"KP456668","1698","Human","4 (HA)","H3N2","China","N","2007/01/23","Influenza A virus (A/Jiangsu Xuzhougulou/149/2007(H3N2))","","","","","","nc"
"KP459293","760","Human","4 (HA)","H3N2","China","N","2008/05/26","Influenza A virus (A/Jiangsu-Beitang/1128/2008(H3N2))","","","","","","p"
"CY108740","760","Human","4 (HA)","H3N2","China","N","2008/05/26","Influenza A virus (A/Jiangsu-Beitang/1128/2008(H3N2))","","","","","","p"
"CY108745","814","Human","4 (HA)","H3N2","China","N","2008/07/04","Influenza A virus (A/Jiangsu-Beitang/1160/2008(H3N2))","","","","","","p"
"KP458058","814","Human","4 (HA)","H3N2","China","N","2008/07/04","Influenza A virus (A/Jiangsu-Beitang/1160/2008(H3N2))","","","","","","p"
"CY108749","814","Human","4 (HA)","H3N2","China","N","2008/08/08","Influenza A virus (A/Jiangsu-Beitang/1176/2008(H3N2))","","","","","","p"
"CY108803","960","Human","4 (HA)","H3N2","China","N","2008/10/08","Influenza A virus (A/Jiangsu-Beitang/1269/2008(H3N2))","","","","","","p"
"CY108873","960","Human","4 (HA)","H3N2","China","N","2009/02/06","Influenza A virus (A/Jiangsu-Beitang/159/2009(H3N2))","","","","","","p"
"CY108867","960","Human","4 (HA)","H3N2","China","N","2009/01/22","Influenza A virus (A/Jiangsu-Beitang/176/2009(H3N2))","","","","","","p"
"CY108773","876","Human","4 (HA)","H3N2","China","N","2008/05","Influenza A virus (A/Jiangsu-Beitang/178/2008(H3N2))","","","","","","p"
"CY108689","960","Human","4 (HA)","H3N2","China","N","2007/03/16","Influenza A virus (A/Jiangsu-Changshu/327/2007(H3N2))","","","","","","p"
"CY108892","960","Human","4 (HA)","H3N2","China","N","2009/03/06","Influenza A virus (A/Jiangsu-Chongan/314/2009(H3N2))","","","","","","p"
"CY108845","906","Human","4 (HA)","H3N2","China","N","2009/03","Influenza A virus (A/Jiangsu-Chongan/38/2009(H3N2))","","","","","","p"
"CY108690","960","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Jiangsu-Chongzhou/58/2007(H3N2))","","","","","","p"
"CY108862","960","Human","4 (HA)","H3N2","China","N","2009/01/14","Influenza A virus (A/Jiangsu-Danyang/110/2009(H3N2))","","","","","","p"
"CY108859","960","Human","4 (HA)","H3N2","China","N","2009/01/05","Influenza A virus (A/Jiangsu-Danyang/121/2009(H3N2))","","","","","","p"
